Township,Area,State,Tenure,Type,Median_Price,Median_PSF,Transactions
TAMAN PERDANA,SIMPANG AMPAT,PENANG,FREEHOLD,TERRACE HOUSE,575000.0,374.0,25
TAMAN PSJ,SUNGAI KARANG,PAHANG,FREEHOLD,SEMI D,265000.0,206.0,25
TAMAN PSJ,SUNGAI KARANG,PAHANG,FREEHOLD,TERRACE HOUSE,265000.0,206.0,25
BANDAR MUTIARA,SUNGAI PETANI,KEDAH,FREEHOLD,SEMI D,280000.0,186.0,25
BANDAR MUTIARA,SUNGAI PETANI,KEDAH,FREEHOLD,TERRACE HOUSE,280000.0,186.0,25
TAMAN ANGKASA NURI,DURIAN TUNGGAL,MELAKA,LEASEHOLD,TERRACE HOUSE,280000.0,213.0,25
TAMAN EHSAN,KEPONG,SELANGOR,LEASEHOLD,TERRACE HOUSE,505000.0,305.0,25
TAMAN PUTERI JAYA,BATU PAHAT,JOHOR,FREEHOLD,SEMI D,468000.0,286.0,25
TAMAN PUTERI JAYA,BATU PAHAT,JOHOR,FREEHOLD,TERRACE HOUSE,468000.0,286.0,25
BANDAR TROPICANA AMAN,TANJONG DUABELAS,SELANGOR,LEASEHOLD,SEMI D,1300000.0,488.0,25
BANDAR TROPICANA AMAN,TANJONG DUABELAS,SELANGOR,LEASEHOLD,TERRACE HOUSE,1300000.0,488.0,25
TAMAN BUKIT TERATAI,AMPANG,SELANGOR,LEASEHOLD,TERRACE HOUSE,505000.0,442.0,25
TAMAN BUKIT TERATAI,AMPANG,SELANGOR,LEASEHOLD,TOWN HOUSE,505000.0,442.0,25
PERMATA APARTMENT,BUKIT MERTAJAM,PENANG,FREEHOLD,APARTMENT,180000.0,288.0,25
SAVANNA EXECUTIVE SUITE @ SOUTHVILLE CITY,BANGI,SELANGOR,FREEHOLD,SERVICE RESIDENCE,360000.0,376.0,25
IDAMAN SELASIH,BAYAN LEPAS,PENANG,FREEHOLD,FLAT,320000.0,472.0,25
BANDAR TASIK SELATAN (LOW COST),BANDAR TASIK SELATAN,KUALA LUMPUR,LEASEHOLD,FLAT,190000.0,282.0,25
PELANGI UTAMA,BANDAR UTAMA,SELANGOR,LEASEHOLD,CONDOMINIUM,480000.0,460.0,25
JASA,SKUDAI,JOHOR,LEASEHOLD,FLAT,150000.0,244.0,25
TAMAN MUTIARA,LABUAN,LABUAN,LEASEHOLD,FLAT,130000.0,169.0,25
TAMAN SRI TANJUNG,SEMENYIH,SELANGOR,FREEHOLD,APARTMENT,296400.0,302.0,25
TAMAN PULAI UTAMA,SKUDAI,JOHOR,FREEHOLD,FLAT,150000.0,228.0,25
TAMAN PAUH INDAH,PERAI,PENANG,FREEHOLD,FLAT,185000.0,316.0,25
PELANGI DAMANSARA,BANDAR UTAMA,SELANGOR,LEASEHOLD,APARTMENT,450000.0,576.0,25
SURIAMAS SUITES,JOHOR BAHRU,JOHOR,LEASEHOLD,SERVICE RESIDENCE,400000.0,426.0,25
TREFOIL,SETIA ALAM,SELANGOR,FREEHOLD,SERVICE RESIDENCE,300000.0,548.0,25
RESIDENSI ADELIA,BANGI,SELANGOR,FREEHOLD,CONDOMINIUM,350000.0,323.0,25
SS5 PETALING JAYA,PETALING JAYA,SELANGOR,FREEHOLD,TERRACE HOUSE,700000.0,378.0,24
TAMAN LAVENDER HEIGHTS,SENAWANG,NEGERI SEMBILAN,FREEHOLD,BUNGALOW,440000.0,232.0,24
"ELEMEN @ 18, PENGKALAN",IPOH,PERAK,LEASEHOLD,CLUSTER HOUSE,428000.0,168.0,24
TAMAN MAWAR,SANDAKAN,SABAH,LEASEHOLD,TERRACE HOUSE,325000.0,273.0,24
TAMAN SATU KRUBONG,KRUBONG,MELAKA,FREEHOLD,BUNGALOW,685000.0,234.0,24
TAMAN SATU KRUBONG,KRUBONG,MELAKA,FREEHOLD,TERRACE HOUSE,685000.0,234.0,24
TAMAN INDERAWASIH,PERAI,PENANG,FREEHOLD,TERRACE HOUSE,514000.0,318.0,24
BANDAR BUKIT MAHKOTA,BANGI,SELANGOR,FREEHOLD,CLUSTER HOUSE,447500.0,337.0,24
BANDAR BUKIT MAHKOTA,BANGI,SELANGOR,FREEHOLD,SEMI D,447500.0,337.0,24
BANDAR BUKIT MAHKOTA,BANGI,SELANGOR,FREEHOLD,TERRACE HOUSE,447500.0,337.0,24
TAMAN BUKIT GALENA,SEREMBAN,NEGERI SEMBILAN,FREEHOLD,SEMI D,492500.0,276.0,24
TAMAN BUKIT GALENA,SEREMBAN,NEGERI SEMBILAN,FREEHOLD,TERRACE HOUSE,492500.0,276.0,24
TAMAN NUSANTARA PRIMA,GELANG PATAH,JOHOR,FREEHOLD,CLUSTER HOUSE,675000.0,337.0,24
TAMAN NUSANTARA PRIMA,GELANG PATAH,JOHOR,FREEHOLD,TERRACE HOUSE,675000.0,337.0,24
TAMAN NUSA INDAH,ISKANDAR PUTERI (NUSAJAYA),JOHOR,FREEHOLD,TERRACE HOUSE,650000.0,427.0,24
TAMAN BANTING BARU,BANTING,SELANGOR,FREEHOLD,TERRACE HOUSE,315000.0,248.0,24
TAMAN JASMIN,KAJANG,SELANGOR,FREEHOLD,TERRACE HOUSE,442000.0,357.0,24
KINRARA RESIDENCE,PUCHONG,SELANGOR,LEASEHOLD,SEMI D,1838000.0,717.0,24
KINRARA RESIDENCE,PUCHONG,SELANGOR,LEASEHOLD,TERRACE HOUSE,1526237.5,717.0,24
TAMAN NURI,DURIAN TUNGGAL,MELAKA,FREEHOLD,CLUSTER HOUSE,699000.0,213.0,24
TAMAN NURI,DURIAN TUNGGAL,MELAKA,FREEHOLD,SEMI D,699000.0,213.0,24
TAMAN NUSA INTAN,AMPANGAN,NEGERI SEMBILAN,FREEHOLD,TERRACE HOUSE,382500.0,231.0,24
TAMAN UNIVERSITI INDAH,SERI KEMBANGAN,SELANGOR,FREEHOLD,SEMI D,582500.0,477.0,24
TAMAN UNIVERSITI INDAH,SERI KEMBANGAN,SELANGOR,FREEHOLD,TERRACE HOUSE,582500.0,477.0,24
TAMAN KERJASAMA,BUKIT BARU,MELAKA,FREEHOLD,TERRACE HOUSE,380000.0,245.0,24
SRI INDERAPURA,KUANTAN,PAHANG,LEASEHOLD,SEMI D,192500.0,150.0,24
SRI INDERAPURA,KUANTAN,PAHANG,LEASEHOLD,TERRACE HOUSE,192500.0,150.0,24
TAMAN BUKIT RANGIN PERDANA 1 & 2,KUANTAN,PAHANG,LEASEHOLD,TERRACE HOUSE,225000.0,173.0,24
TAMAN SRI SERDANG,SERI KEMBANGAN,SELANGOR,LEASEHOLD,TERRACE HOUSE,420000.0,286.0,24
SEKSYEN 13 SHAH ALAM,SHAH ALAM,SELANGOR,LEASEHOLD,BUNGALOW,1750000.0,452.0,24
SEKSYEN 13 SHAH ALAM,SHAH ALAM,SELANGOR,LEASEHOLD,SEMI D,1750000.0,452.0,24
SEKSYEN 13 SHAH ALAM,SHAH ALAM,SELANGOR,LEASEHOLD,TERRACE HOUSE,1526237.5,452.0,24
BANDAR SULTAN SULAIMAN,KAPAR,SELANGOR,LEASEHOLD,TERRACE HOUSE,260000.0,251.0,24
TAMAN MAWAR,SERENDAH,SELANGOR,FREEHOLD,TERRACE HOUSE,398040.0,306.0,24
TANJONG PINANG,TANJONG TOKONG,PENANG,FREEHOLD,TERRACE HOUSE,1526237.5,960.0,24
DESA RESTU,SEPANG,SELANGOR,LEASEHOLD,TERRACE HOUSE,575000.0,437.0,24
COUNTRY VILLAS,BEMBAN,MELAKA,LEASEHOLD,SEMI D,645000.0,388.0,24
COUNTRY VILLAS,BEMBAN,MELAKA,LEASEHOLD,TERRACE HOUSE,645000.0,388.0,24
KOI KINRARA,PUCHONG,SELANGOR,FREEHOLD,SERVICE RESIDENCE,560000.0,532.0,24
PUNCAK ERSKINE,TANJONG TOKONG,PENANG,FREEHOLD,APARTMENT,175000.0,290.0,24
SUBANG PERDANA GOODYEAR COURT 10,SUBANG JAYA,SELANGOR,FREEHOLD,APARTMENT,374000.0,368.0,24
THE PARK RESIDENCES 1,KAMPUNG KERINCHI (BANGSAR SOUTH),KUALA LUMPUR,LEASEHOLD,CONDOMINIUM,1180000.0,601.0,24
TAMAN CENDANA,PASIR GUDANG,JOHOR,LEASEHOLD,FLAT,130000.0,251.0,24
PANGSAPURI KASUARINA,KLANG,SELANGOR,FREEHOLD,APARTMENT,380000.0,420.0,24
11 MONT KIARA @ MK11,MONT KIARA,KUALA LUMPUR,FREEHOLD,CONDOMINIUM,1620000.0,839.0,24
TAMAN DESA CHEMOR IMPIAN,CHEMOR,PERAK,LEASEHOLD,TERRACE HOUSE,342240.0,244.0,23
PINGGIRAN BAYU (MANTAU),RASAH,NEGERI SEMBILAN,FREEHOLD,TERRACE HOUSE,488000.0,349.0,23
RASAH KEMAYAN (KEMAYAN COUNTRY TOWNSHIP),RASAH,NEGERI SEMBILAN,FREEHOLD,BUNGALOW,620000.0,128.0,23
LEMBAH BERINGIN,KUALA KUBU BARU,SELANGOR,FREEHOLD,TERRACE HOUSE,155000.0,70.0,23
SEKSYEN 27 SHAH ALAM,SHAH ALAM,SELANGOR,FREEHOLD,SEMI D,700000.0,376.0,23
SEKSYEN 27 SHAH ALAM,SHAH ALAM,SELANGOR,FREEHOLD,TERRACE HOUSE,700000.0,376.0,23
TAMAN RAPAT PERMAI,IPOH,PERAK,LEASEHOLD,TERRACE HOUSE,368000.0,223.0,23
TIMUR,BANDAR ENSTEK,NEGERI SEMBILAN,FREEHOLD,TERRACE HOUSE,570000.0,264.0,23
TAMAN BUKIT RAHMAN PUTRA,SUNGAI BULOH,SELANGOR,FREEHOLD,CLUSTER HOUSE,700000.0,424.0,23
TAMAN BUKIT RAHMAN PUTRA,SUNGAI BULOH,SELANGOR,FREEHOLD,TERRACE HOUSE,700000.0,424.0,23
TAMAN WIRA (RPA MERGONG),ALOR SETAR,KEDAH,FREEHOLD,TERRACE HOUSE,39600.0,38.0,23
TAMAN MERDEKA JAYA (AERONOTIK TAIPAN),BATU BERENDAM,MELAKA,LEASEHOLD,TERRACE HOUSE,300000.0,227.0,23
TAMAN AMAN PERDANA,KAPAR,SELANGOR,FREEHOLD,SEMI D,850000.0,321.0,23
SETAPAK JAYA,SETAPAK,KUALA LUMPUR,LEASEHOLD,CLUSTER HOUSE,240000.0,385.0,23
TAMAN KLEBANG JAYA,CHEMOR,PERAK,LEASEHOLD,TERRACE HOUSE,200000.0,167.0,23
BANDAR BARU KUNDANG,RAWANG,SELANGOR,LEASEHOLD,TERRACE HOUSE,642630.0,456.0,23
TAMAN KELEMAK UTAMA,ALOR GAJAH,MELAKA,FREEHOLD,TERRACE HOUSE,398760.0,306.0,23
SEKSYEN 21,PETALING JAYA,SELANGOR,FREEHOLD,BUNGALOW,763000.0,493.0,23
SEKSYEN 21,PETALING JAYA,SELANGOR,FREEHOLD,TERRACE HOUSE,763000.0,493.0,23
BANDAR BUKIT TINGGI,PANDAMARAN,SELANGOR,FREEHOLD,TERRACE HOUSE,686000.0,455.0,23
AMARA,BATU CAVES,SELANGOR,FREEHOLD,SERVICE RESIDENCE,430000.0,440.0,23
I-PARK APARTMENT,SUNGAI ARA,PENANG,FREEHOLD,FLAT,250000.0,375.0,23
DESA LEMBAH PERMAI,AMPANG,SELANGOR,LEASEHOLD,FLAT,67000.0,102.0,23
JUTA MINES,SERI KEMBANGAN,SELANGOR,LEASEHOLD,CONDOMINIUM,450000.0,370.0,23
BEVERLY HILLS 2,KOTA KINABALU,SABAH,LEASEHOLD,APARTMENT,300000.0,372.0,23
SOLARIS DUTAMAS,DUTAMAS,KUALA LUMPUR,FREEHOLD,SERVICE RESIDENCE,900000.0,801.0,23
PANGSAPURI PERDANA VILLA,KLANG,SELANGOR,FREEHOLD,APARTMENT,300000.0,310.0,23
D'ESPLANADE RESIDENCE,JOHOR BAHRU,JOHOR,FREEHOLD,SERVICE RESIDENCE,550000.0,673.0,23
THE PLATINO SERVICED APARTMENT,TAMPOI,JOHOR,FREEHOLD,SERVICE RESIDENCE,601900.0,666.0,23
SRI IMPIAN APARTMENT,JOHOR BAHRU,JOHOR,LEASEHOLD,APARTMENT,280000.0,292.0,23
TAMAN ALOR VISTA,BAYAN LEPAS,PENANG,FREEHOLD,APARTMENT,200000.0,387.0,23
SEREMBAN PUTRA,SIKAMAT,NEGERI SEMBILAN,FREEHOLD,APARTMENT,185000.0,221.0,23
MUTIARA IDAMAN 1,JELUTONG,PENANG,LEASEHOLD,FLAT,282000.0,452.0,23
TAMAN PANDAN INDAH,AMPANG,SELANGOR,LEASEHOLD,FLAT,175000.0,264.0,23
TAMAN RASAH JAYA II,RASAH,NEGERI SEMBILAN,FREEHOLD,TERRACE HOUSE,235000.0,182.0,22
RUMAH MAKMUR KAMPUNG TIRAM,KUANTAN,PAHANG,LEASEHOLD,TERRACE HOUSE,80000.0,73.0,22
TAMAN GOPENG MEWAH,GOPENG,PERAK,LEASEHOLD,TERRACE HOUSE,277235.0,167.0,22
TAMAN LANG RESIDENCES,IPOH,PERAK,FREEHOLD,TERRACE HOUSE,459800.0,328.0,22
ASTANA PARK HOMES - VILLA NATURA,SUNGAI PETANI,KEDAH,FREEHOLD,BUNGALOW,378000.0,202.0,22
ASTANA PARK HOMES - VILLA NATURA,SUNGAI PETANI,KEDAH,FREEHOLD,SEMI D,378000.0,202.0,22
ASTANA PARK HOMES - VILLA NATURA,SUNGAI PETANI,KEDAH,FREEHOLD,TERRACE HOUSE,378000.0,202.0,22
TAMAN PERPADUAN KOPERASI,TAMBUN,PERAK,LEASEHOLD,TERRACE HOUSE,342500.0,216.0,22
GLENMARIE INDUSTRIAL PARK,GLENMARIE,SELANGOR,FREEHOLD,SEMI D,1838000.0,617.0,22
GLENMARIE INDUSTRIAL PARK,GLENMARIE,SELANGOR,FREEHOLD,TERRACE HOUSE,1526237.5,617.0,22
DESA SETAPAK,WANGSA MAJU,KUALA LUMPUR,FREEHOLD,TERRACE HOUSE,413500.0,659.0,22
TAMAN JUASSEH SENTOSA,JUASSEH,NEGERI SEMBILAN,FREEHOLD,TERRACE HOUSE,81500.0,67.0,22
TAMAN DESA,MUAR,JOHOR,FREEHOLD,TERRACE HOUSE,490000.0,295.0,22
TAMAN KAMPAR PUTRA,KAMPAR,PERAK,LEASEHOLD,TERRACE HOUSE,259000.0,159.0,22
TAMAN MERAK,SIMPANG AMPAT,PENANG,FREEHOLD,TERRACE HOUSE,297500.0,291.0,22
TAMAN SRI LAYANG,MENTAKAB,PAHANG,FREEHOLD,TERRACE HOUSE,170000.0,160.0,22
TAMAN PUSING PERMAI,PUSING,PERAK,LEASEHOLD,TERRACE HOUSE,273800.0,229.0,22
DESA COALFIELDS,IJOK,SELANGOR,FREEHOLD,TERRACE HOUSE,467500.0,324.0,22
TAMAN MELATI FASA II,JENJAROM,SELANGOR,FREEHOLD,TERRACE HOUSE,680000.0,419.0,22
TAMAN DESA PUTERI,BAHAU,NEGERI SEMBILAN,FREEHOLD,TERRACE HOUSE,300000.0,179.0,22
TAMAN SEJATI KEHIJAUAN,KLANG,SELANGOR,FREEHOLD,TERRACE HOUSE,1138000.0,582.0,22
USJ 4,SUBANG JAYA,SELANGOR,FREEHOLD,TERRACE HOUSE,915000.0,499.0,22
TAMAN SAUJANA RAWANG,RAWANG,SELANGOR,LEASEHOLD,TERRACE HOUSE,521000.0,315.0,22
BEHRANG 2020 / TAMAN WAWASAN,ULU BERNAM,PERAK,FREEHOLD,TERRACE HOUSE,252500.0,198.0,22
TAMAN MENTAKAB INDAH,MENTAKAB,PAHANG,FREEHOLD,TERRACE HOUSE,105500.0,101.0,22
AVIRA GARDEN TERRACES @ MEDINI,ISKANDAR PUTERI (NUSAJAYA),JOHOR,FREEHOLD,TERRACE HOUSE,999000.0,569.0,22
TAMAN PUCHONG PERDANA,PUCHONG,SELANGOR,LEASEHOLD,TERRACE HOUSE,375000.0,342.0,22
TAMAN PONTIAN PERDANA,PONTIAN,JOHOR,FREEHOLD,BUNGALOW,541600.0,150.0,22
BANDAR BARU PERMAS JAYA,PERMAS JAYA,JOHOR,FREEHOLD,FLAT,172500.0,232.0,22
BANDAR DAMAI PERDANA (LOW COST),CHERAS,SELANGOR,FREEHOLD,CONDOMINIUM,457500.0,458.0,22
PRIMA REGENCY,JOHOR BAHRU,JOHOR,FREEHOLD,APARTMENT,351500.0,332.0,22
SERI SEMARAK (ASIA HEIGHTS),AYER ITAM,PENANG,FREEHOLD,APARTMENT,265000.0,425.0,22
JADITE SUITES,KAJANG,SELANGOR,FREEHOLD,SERVICE RESIDENCE,688800.0,472.0,22
CYBERIA SMART HOMES,CYBERJAYA,SELANGOR,FREEHOLD,CONDOMINIUM,250000.0,238.0,22
RASAH JAYA FLAT,RASAH,NEGERI SEMBILAN,FREEHOLD,FLAT,68000.0,102.0,22
CASA TIARA SERVICED APARTMENT,SUBANG JAYA,SELANGOR,FREEHOLD,SERVICE RESIDENCE,416500.0,550.0,22
DANGA VIEW APARTMENT,TAMPOI,JOHOR,FREEHOLD,APARTMENT,420000.0,340.0,22
D'AMBIENCE RESIDENCES (PANGSAPURI IKATAN FLORA),PERMAS JAYA,JOHOR,FREEHOLD,SERVICE RESIDENCE,339000.0,396.0,22
SRI LANANG,TEBRAU,JOHOR,FREEHOLD,FLAT,170000.0,226.0,22
DESA PERMAI INDAH FLAT,SUNGAI DUA,PENANG,LEASEHOLD,FLAT,180000.0,328.0,22
THE HERITAGE RESIDENCE,SERI KEMBANGAN,SELANGOR,LEASEHOLD,SERVICE RESIDENCE,297500.0,379.0,22
TAMAN PELANGI,SEMENYIH,SELANGOR,FREEHOLD,TERRACE HOUSE,450000.0,301.0,21
SETIA ECO GLADES,CYBERJAYA,SELANGOR,FREEHOLD,BUNGALOW,1200000.0,513.0,21
SETIA ECO GLADES,CYBERJAYA,SELANGOR,FREEHOLD,TERRACE HOUSE,1200000.0,513.0,21
JALAN JENDERAM-SALAK,DENGKIL,SELANGOR,FREEHOLD,CLUSTER HOUSE,1438800.0,616.0,21
"KEMUNING UTAMA, SEKSYEN 32",SHAH ALAM,SELANGOR,FREEHOLD,TERRACE HOUSE,828000.0,501.0,21
TAMAN CHEPOR MUTIARA,IPOH,PERAK,LEASEHOLD,CLUSTER HOUSE,398000.0,235.0,21
TAMAN CHEPOR MUTIARA,IPOH,PERAK,LEASEHOLD,TERRACE HOUSE,398000.0,235.0,21
PERUMAHAN MAKMUR KUALA LANAR INDAH JAYA,KUALA LIPIS,PAHANG,LEASEHOLD,TERRACE HOUSE,80000.0,61.0,21
TAMAN CASSIA CEMPAKA,BATU KAWAN,PENANG,FREEHOLD,SEMI D,625320.0,395.0,21
TAMAN CASSIA CEMPAKA,BATU KAWAN,PENANG,FREEHOLD,TERRACE HOUSE,625320.0,395.0,21
TAMAN EKOFLORA,TEBRAU,JOHOR,FREEHOLD,CLUSTER HOUSE,960000.0,530.0,21
TAMAN EKOFLORA,TEBRAU,JOHOR,FREEHOLD,TERRACE HOUSE,960000.0,530.0,21
TAMAN SERULING EMAS,SUNGAI JAWI,PENANG,FREEHOLD,TERRACE HOUSE,325000.0,195.0,21
TAMAN BANDAR SENAWANG,SENAWANG,NEGERI SEMBILAN,FREEHOLD,TERRACE HOUSE,440000.0,246.0,21
TAMAN DESA BUKIT PERMATA,KAPAR,SELANGOR,FREEHOLD,TERRACE HOUSE,460000.0,191.0,21
TAMAN RAJA MUDA MUSA II,SITIAWAN,PERAK,FREEHOLD,TERRACE HOUSE,288800.0,180.0,21
TAMAN PUTRA PERDANA,PUCHONG,SELANGOR,LEASEHOLD,TERRACE HOUSE,450000.0,286.0,21
DESA LAHAT SRI -WANG,LAHAT,PERAK,LEASEHOLD,TERRACE HOUSE,318880.0,267.0,21
TAMAN SAGA,KULIM,KEDAH,FREEHOLD,SEMI D,269500.0,166.0,21
TAMAN SAGA,KULIM,KEDAH,FREEHOLD,TERRACE HOUSE,269500.0,166.0,21
KUALA BESUT,BESUT,TERENGGANU,FREEHOLD,BUNGALOW,335000.0,190.0,21
KUALA BESUT,BESUT,TERENGGANU,FREEHOLD,SEMI D,335000.0,190.0,21
KUALA BESUT,BESUT,TERENGGANU,FREEHOLD,TERRACE HOUSE,335000.0,190.0,21
TAMAN BUKIT KEPAYANG,BUKIT KEPAYANG,NEGERI SEMBILAN,FREEHOLD,TERRACE HOUSE,380000.0,231.0,21
KAMPUNG PADANG 1,KUANTAN,PAHANG,LEASEHOLD,TERRACE HOUSE,170000.0,153.0,21
TAMAN PINJI MEWAH,IPOH,PERAK,LEASEHOLD,SEMI D,285000.0,171.0,21
TAMAN PINJI MEWAH,IPOH,PERAK,LEASEHOLD,TERRACE HOUSE,285000.0,171.0,21
TAMAN SEJAHTERA (SPT),BUKIT MERTAJAM,PENANG,FREEHOLD,TERRACE HOUSE,350000.0,297.0,21
KEPONG GARDEN,KEPONG,KUALA LUMPUR,FREEHOLD,TERRACE HOUSE,780000.0,434.0,21
TAMAN SETAPAK (SETAPAK GARDEN),SETAPAK,KUALA LUMPUR,FREEHOLD,TERRACE HOUSE,600000.0,341.0,21
WANGSA MELAWATI,WANGSA MAJU,KUALA LUMPUR,FREEHOLD,TERRACE HOUSE,720000.0,578.0,21
TAMAN DESA JAYA,KEPONG,SELANGOR,LEASEHOLD,TERRACE HOUSE,500000.0,349.0,21
TAMAN KLEBANG MUTIARA,IPOH,PERAK,LEASEHOLD,TERRACE HOUSE,300000.0,214.0,21
BANDAR SEGAMAT BARU,SEGAMAT,JOHOR,FREEHOLD,BUNGALOW,220000.0,125.0,21
BANDAR SEGAMAT BARU,SEGAMAT,JOHOR,FREEHOLD,TERRACE HOUSE,220000.0,125.0,21
TAMAN BERSATU (BATAS PAIP),KUALA KEDAH,KEDAH,FREEHOLD,TERRACE HOUSE,200000.0,229.0,21
TAMAN LUMUT MEWAH 2,LUMUT,PERAK,FREEHOLD,TERRACE HOUSE,418800.0,263.0,21
BANDAR SIERRA PUCHONG,PUCHONG,SELANGOR,LEASEHOLD,TERRACE HOUSE,1260000.0,571.0,21
BANDAR SIERRA PUCHONG,PUCHONG,SELANGOR,LEASEHOLD,TOWN HOUSE,1260000.0,571.0,21
RAZAKI,IPOH,PERAK,LEASEHOLD,SEMI D,255000.0,157.0,21
RAZAKI,IPOH,PERAK,LEASEHOLD,TERRACE HOUSE,255000.0,157.0,21
TAMAN SERI MENGKUANG,KUALA SELANGOR,SELANGOR,FREEHOLD,TERRACE HOUSE,342500.0,222.0,21
TAMAN RAMBAI UTAMA,TANJONG MINYAK,MELAKA,FREEHOLD,TERRACE HOUSE,240000.0,200.0,21
"TAMAN PELANGI INDAH, SITIAWAN",SITIAWAN,PERAK,FREEHOLD,SEMI D,480000.0,166.0,21
BAYU PUTERI 2,JOHOR BAHRU,JOHOR,LEASEHOLD,APARTMENT,310000.0,343.0,21
STRAITS VIEW CONDOMINIUM,PERMAS JAYA,JOHOR,FREEHOLD,CONDOMINIUM,495000.0,304.0,21
TAMAN MOUNT AUSTIN,TEBRAU,JOHOR,FREEHOLD,FLAT,250000.0,438.0,21
PD PERDANA,PORT DICKSON,NEGERI SEMBILAN,FREEHOLD,APARTMENT,95000.0,126.0,21
SEKSYEN 4 WANGSA MAJU FLAT,WANGSA MAJU,KUALA LUMPUR,LEASEHOLD,FLAT,210000.0,398.0,21
BAYU PUTERI 3,JOHOR BAHRU,JOHOR,LEASEHOLD,APARTMENT,350000.0,372.0,21
SERI MAYA CONDOMINIUM,ULU KLANG,SELANGOR,FREEHOLD,CONDOMINIUM,530000.0,413.0,21
ST REGIS,KL SENTRAL,KUALA LUMPUR,FREEHOLD,SERVICE RESIDENCE,1341465.0,1815.0,21
MAXIM CITYLIGHTS @ SENTUL KL,SENTUL,KUALA LUMPUR,LEASEHOLD,SERVICE RESIDENCE,365000.0,371.0,21
BISTARI IMPIAN APARTMENT,JOHOR BAHRU,JOHOR,LEASEHOLD,APARTMENT,360000.0,335.0,21
AXIS RESIDENCE @ AXIS PANDAN,AMPANG,SELANGOR,LEASEHOLD,SERVICE RESIDENCE,330000.0,352.0,21
TAMAN SERI JANGGUS,BUKIT MERTAJAM,PENANG,FREEHOLD,FLAT,120000.0,186.0,21
ONE FORESTA,BAYAN LEPAS,PENANG,FREEHOLD,CONDOMINIUM,450000.0,492.0,21
TAMAN PAKATAN JAYA,TAMBUN,PERAK,LEASEHOLD,TERRACE HOUSE,302500.0,245.0,20
SS23 TAMAN SEA,PETALING JAYA,SELANGOR,FREEHOLD,TERRACE HOUSE,1372500.0,797.0,20
"KEMUNING UTAMA, SEKSYEN 33",SHAH ALAM,SELANGOR,FREEHOLD,SEMI D,909000.0,465.0,20
"KEMUNING UTAMA, SEKSYEN 33",SHAH ALAM,SELANGOR,FREEHOLD,TERRACE HOUSE,909000.0,465.0,20
TAMAN AKASIA (ACACIA HEIGHTS),KLUANG,JOHOR,FREEHOLD,CLUSTER HOUSE,610500.0,208.0,20
TAMAN AKASIA (ACACIA HEIGHTS),KLUANG,JOHOR,FREEHOLD,SEMI D,610500.0,208.0,20
TAMAN PUNCAK HARMONI,KUALA KANGSAR,PERAK,FREEHOLD,TERRACE HOUSE,318000.0,196.0,20
QUEENSBURY @ MAHKOTA HILLS,LENGGENG,NEGERI SEMBILAN,FREEHOLD,TERRACE HOUSE,529500.0,373.0,20
BB SETIA AWAN PERDANA RESIDEN 7,SITIAWAN,PERAK,FREEHOLD,CLUSTER HOUSE,248000.0,129.0,20
TAMAN DAIMAN JAYA,KOTA TINGGI,JOHOR,FREEHOLD,CLUSTER HOUSE,776900.0,320.0,20
POLO PARK,JOHOR BAHRU,JOHOR,FREEHOLD,TOWN HOUSE,320000.0,272.0,20
PERKAMPUNGAN CENDERAWASIH,KUANTAN,PAHANG,LEASEHOLD,TERRACE HOUSE,205000.0,217.0,20
BANDAR BARU TANGKAK,TANGKAK,JOHOR,FREEHOLD,CLUSTER HOUSE,288800.0,107.0,20
BANDAR BARU TANGKAK,TANGKAK,JOHOR,FREEHOLD,TERRACE HOUSE,288800.0,107.0,20
TAMAN HIJRAH,KAPAR,SELANGOR,FREEHOLD,TERRACE HOUSE,450000.0,355.0,20
TAMAN LIMBONGAN PERMAI,KLEBANG,MELAKA,FREEHOLD,TERRACE HOUSE,289000.0,187.0,20
BANDAR SRI PUTRA,BANGI,SELANGOR,FREEHOLD,SEMI D,615000.0,335.0,20
BANDAR SRI PUTRA,BANGI,SELANGOR,FREEHOLD,TERRACE HOUSE,615000.0,335.0,20
TROPICANA DANGA COVE,MASAI,JOHOR,FREEHOLD,TERRACE HOUSE,767500.0,501.0,20
PANORAMA LAPANGAN SAUJANA (GREEN PARK),IPOH,PERAK,LEASEHOLD,CLUSTER HOUSE,638800.0,236.0,20
TAMAN GEMBIRA,TAMPOI,JOHOR,FREEHOLD,TERRACE HOUSE,432500.0,283.0,20
TAMAN SERI BAYU,SUNGAI PETANI,KEDAH,FREEHOLD,TERRACE HOUSE,200000.0,164.0,20
TAMAN IPOH SELATAN,IPOH,PERAK,FREEHOLD,TERRACE HOUSE,397500.0,203.0,20
TAMAN TANGKAK JAYA - TR 381,TANGKAK,JOHOR,FREEHOLD,TERRACE HOUSE,287500.0,184.0,20
BANDAR HILLPARK,BANDAR PUNCAK ALAM,SELANGOR,LEASEHOLD,TERRACE HOUSE,560000.0,341.0,20
TAMU HILL PARK,BATANG KALI,SELANGOR,FREEHOLD,TERRACE HOUSE,400000.0,244.0,20
TAMAN MUNSYI IBRAHIM,TAMPOI,JOHOR,FREEHOLD,TERRACE HOUSE,375000.0,406.0,20
TAMAN MERDEKA,BATU BERENDAM,MELAKA,LEASEHOLD,TERRACE HOUSE,326500.0,182.0,20
