Township,Area,State,Tenure,Type,Median_Price,Median_PSF,Transactions
TAMAN MERDEKA,BATU BERENDAM,MELAKA,LEASEHOLD,TOWN HOUSE,326500.0,182.0,20
SETIA ECO CASCADIA,TEBRAU,JOHOR,FREEHOLD,TERRACE HOUSE,814300.0,462.0,20
D'PUTRA SUITES,SENAI,JOHOR,FREEHOLD,SERVICE RESIDENCE,528900.0,520.0,20
M CONDOMINIUM @ LARKIN,JOHOR BAHRU,JOHOR,LEASEHOLD,CONDOMINIUM,485000.0,439.0,20
KUCHAI AVENUE,KUCHAI LAMA,KUALA LUMPUR,FREEHOLD,SERVICE RESIDENCE,580000.0,626.0,20
PARAGON RESIDENCES @ STRAITS VIEW,JOHOR BAHRU,JOHOR,FREEHOLD,SERVICE RESIDENCE,942450.0,611.0,20
DESA SATU,KEPONG,SELANGOR,FREEHOLD,FLAT,166500.0,253.0,20
TAMAN TUN HUSSEIN ONN,PERAI,PENANG,FREEHOLD,FLAT,110000.0,195.0,20
SRI PANGLIMA,JOHOR BAHRU,JOHOR,LEASEHOLD,APARTMENT,240000.0,265.0,20
DESA IMPIANA,PUCHONG,SELANGOR,FREEHOLD,CONDOMINIUM,400000.0,340.0,20
SAMUDERA 1,SERI MANJONG,PERAK,FREEHOLD,APARTMENT,223300.0,239.0,20
LAGUNA CONDO RESORT,PORT DICKSON,NEGERI SEMBILAN,FREEHOLD,CONDOMINIUM,95000.0,117.0,20
RIDZUAN CONDOMINIUM,BANDAR SUNWAY,SELANGOR,LEASEHOLD,CONDOMINIUM,500000.0,420.0,20
COSTA MAHKOTA,MELAKA CITY,MELAKA,LEASEHOLD,APARTMENT,204500.0,336.0,20
SUBANG PERDANA GOODYEAR COURT 7,SUBANG JAYA,SELANGOR,FREEHOLD,APARTMENT,376500.0,393.0,20
SURIA KIPARK DAMANSARA,KEPONG,SELANGOR,FREEHOLD,APARTMENT,445000.0,454.0,20
JADE VIEW,GELUGOR,PENANG,FREEHOLD,APARTMENT,293500.0,426.0,20
APARTMENT SRI RAKYAT,BUKIT JALIL,KUALA LUMPUR,FREEHOLD,APARTMENT,235000.0,352.0,20
RUMAH PANGSA COLLEGE HEIGHTS PAJAM,MANTIN,NEGERI SEMBILAN,FREEHOLD,FLAT,70000.0,114.0,20
RHYTHM AVENUE,SUBANG JAYA,SELANGOR,FREEHOLD,SERVICE RESIDENCE,290000.0,378.0,20
TAMAN SOGA,BATU PAHAT,JOHOR,FREEHOLD,TERRACE HOUSE,330000.0,208.0,19
TAMAN WANGSA PERMAI,KEPONG,SELANGOR,LEASEHOLD,TERRACE HOUSE,737000.0,488.0,19
GARDEN HOMES @ SEREMBAN 2,SEREMBAN 2,NEGERI SEMBILAN,FREEHOLD,TERRACE HOUSE,370000.0,220.0,19
TAMAN BINTULU JAYA,BINTULU,SARAWAK,FREEHOLD,TERRACE HOUSE,80000.0,44.0,19
ATABARA RESIDENCE FASA 8 (PL 76003),KUANTAN,PAHANG,FREEHOLD,TERRACE HOUSE,325000.0,163.0,19
HUTAN MELINTANG RESIDENCE,HUTAN MELINTANG,PERAK,FREEHOLD,SEMI D,438800.0,136.0,19
HUTAN MELINTANG RESIDENCE,HUTAN MELINTANG,PERAK,FREEHOLD,TERRACE HOUSE,438800.0,136.0,19
TAMAN KOTA PERMAI,BUKIT MERTAJAM,PENANG,FREEHOLD,SEMI D,470000.0,300.0,19
TAMAN KOTA PERMAI,BUKIT MERTAJAM,PENANG,FREEHOLD,TERRACE HOUSE,470000.0,300.0,19
BANDAR BARU SUNGAI BULOH,SUNGAI BULOH,SELANGOR,LEASEHOLD,TERRACE HOUSE,440000.0,315.0,19
TAMAN JOHOR,TAMPOI,JOHOR,FREEHOLD,BUNGALOW,500000.0,259.0,19
TAMAN JOHOR,TAMPOI,JOHOR,FREEHOLD,TERRACE HOUSE,500000.0,259.0,19
BANGSAR BARU,BANGSAR,KUALA LUMPUR,FREEHOLD,BUNGALOW,1710000.0,814.0,19
BANGSAR BARU,BANGSAR,KUALA LUMPUR,FREEHOLD,TERRACE HOUSE,1526237.5,814.0,19
TAMAN SERAI PERDANA,BAGAN SERAI,PERAK,FREEHOLD,SEMI D,263800.0,169.0,19
TAMAN SERAI PERDANA,BAGAN SERAI,PERAK,FREEHOLD,TERRACE HOUSE,263800.0,169.0,19
TAMAN PERMAI UTAMA,GURUN,KEDAH,FREEHOLD,SEMI D,220000.0,154.0,19
TAMAN PERMAI UTAMA,GURUN,KEDAH,FREEHOLD,TERRACE HOUSE,220000.0,154.0,19
TAMAN SERI KERUBUNG,KRUBONG,MELAKA,FREEHOLD,TERRACE HOUSE,240000.0,197.0,19
KENYALANG PARK,KUCHING,SARAWAK,LEASEHOLD,BUNGALOW,420000.0,220.0,19
KENYALANG PARK,KUCHING,SARAWAK,LEASEHOLD,TERRACE HOUSE,420000.0,220.0,19
CENTRAL CITY,KOTA SAMARAHAN,SARAWAK,FREEHOLD,TERRACE HOUSE,350000.0,205.0,19
MINDEN HEIGHTS,GELUGOR,PENANG,FREEHOLD,BUNGALOW,2200000.0,465.0,19
MINDEN HEIGHTS,GELUGOR,PENANG,FREEHOLD,TERRACE HOUSE,1526237.5,465.0,19
BUKIT RIMAU,KLANG,SELANGOR,FREEHOLD,BUNGALOW,960000.0,410.0,19
BUKIT RIMAU,KLANG,SELANGOR,FREEHOLD,SEMI D,960000.0,410.0,19
BUKIT RIMAU,KLANG,SELANGOR,FREEHOLD,TERRACE HOUSE,960000.0,410.0,19
TAMAN BAHAU,BAHAU,NEGERI SEMBILAN,FREEHOLD,TERRACE HOUSE,183000.0,155.0,19
TAMAN KRUBONG PERDANA,KRUBONG,MELAKA,FREEHOLD,BUNGALOW,443800.0,317.0,19
TAMAN KRUBONG PERDANA,KRUBONG,MELAKA,FREEHOLD,TERRACE HOUSE,443800.0,317.0,19
SETIA INDAH 9,SETIA ALAM,SELANGOR,FREEHOLD,TERRACE HOUSE,1050000.0,608.0,19
TAMAN BUKIT SENDAYAN,BANDAR SRI SENDAYAN,NEGERI SEMBILAN,LEASEHOLD,TERRACE HOUSE,250000.0,192.0,19
TAMAN SENAI UTAMA,KULAI,JOHOR,FREEHOLD,TERRACE HOUSE,420000.0,260.0,19
TAMAN MEGAH JAYA,TAWAU,SABAH,LEASEHOLD,SEMI D,400000.0,220.0,19
TAMAN MEGAH JAYA,TAWAU,SABAH,LEASEHOLD,TERRACE HOUSE,400000.0,220.0,19
TAMAN DESA PALMA,TEBRAU,JOHOR,FREEHOLD,TERRACE HOUSE,577150.0,372.0,19
BUKIT BANDARAYA,BANGSAR,KUALA LUMPUR,FREEHOLD,BUNGALOW,2500000.0,751.0,19
BUKIT BANDARAYA,BANGSAR,KUALA LUMPUR,FREEHOLD,TERRACE HOUSE,1526237.5,751.0,19
TAMAN CHAI LENG,PERAI,PENANG,FREEHOLD,TERRACE HOUSE,490000.0,265.0,19
TAMAN SELAYANG JAYA,SELAYANG,SELANGOR,FREEHOLD,TERRACE HOUSE,680000.0,551.0,19
TAMAN ANGGUN,RAWANG,SELANGOR,FREEHOLD,TERRACE HOUSE,837000.0,409.0,19
TAMAN SERI AMAN,MASJID TANAH,MELAKA,FREEHOLD,TERRACE HOUSE,200000.0,142.0,19
TAMAN KLUANG INDAH,KLUANG,JOHOR,FREEHOLD,TERRACE HOUSE,250000.0,209.0,19
TAMAN SRI MAWAR I,SEREMBAN,NEGERI SEMBILAN,FREEHOLD,TERRACE HOUSE,250000.0,182.0,19
TAMAN SAUJANA INDAH,BUKIT KATIL,MELAKA,FREEHOLD,SEMI D,315000.0,194.0,19
TAMAN SAUJANA INDAH,BUKIT KATIL,MELAKA,FREEHOLD,TERRACE HOUSE,315000.0,194.0,19
TAMAN SAUJANA INDAH,BUKIT KATIL,MELAKA,FREEHOLD,TOWN HOUSE,315000.0,194.0,19
TAMAN MUDA,AMPANG,SELANGOR,LEASEHOLD,TERRACE HOUSE,500000.0,590.0,19
SEKSYEN 3 BANDAR BARU BANGI,BANGI,SELANGOR,LEASEHOLD,TERRACE HOUSE,590000.0,357.0,19
TAMAN CHERAS JAYA,BALAKONG,SELANGOR,LEASEHOLD,TERRACE HOUSE,425000.0,249.0,19
KOTA WARISAN,DENGKIL,SELANGOR,FREEHOLD,SEMI D,500000.0,260.0,19
KOTA WARISAN,DENGKIL,SELANGOR,FREEHOLD,TERRACE HOUSE,500000.0,260.0,19
TAMAN PUTERI,KLUANG,JOHOR,FREEHOLD,TERRACE HOUSE,160000.0,128.0,19
TAMAN MALIHAH,KUCHING,SARAWAK,LEASEHOLD,TERRACE HOUSE,248000.0,133.0,19
ARCORIS RESIDENCES,MONT KIARA,KUALA LUMPUR,FREEHOLD,SERVICE RESIDENCE,1010000.0,1106.0,19
PUTRI RIA APARTMENT,MASAI,JOHOR,FREEHOLD,APARTMENT,265000.0,281.0,19
SKY VIEW,ISKANDAR PUTERI (NUSAJAYA),JOHOR,FREEHOLD,SERVICE RESIDENCE,410000.0,515.0,19
TAMAN SETIA JAYA,ALOR SETAR,KEDAH,FREEHOLD,FLAT,68000.0,124.0,19
28 MONT KIARA @ MK28,MONT KIARA,KUALA LUMPUR,FREEHOLD,CONDOMINIUM,1620000.0,756.0,19
PRIMA SETAPAK FLAT,SETAPAK,KUALA LUMPUR,LEASEHOLD,CONDOMINIUM,350000.0,301.0,19
PRIMA SETAPAK FLAT,SETAPAK,KUALA LUMPUR,LEASEHOLD,FLAT,350000.0,301.0,19
THE SPRING,JELUTONG,PENANG,LEASEHOLD,CONDOMINIUM,520000.0,551.0,19
VISTA LAVENDER,BANDAR KINRARA,SELANGOR,LEASEHOLD,APARTMENT,200000.0,235.0,19
THE CAPERS @ SENTUL EAST,SENTUL,KUALA LUMPUR,FREEHOLD,CONDOMINIUM,760000.0,590.0,19
SERI MUTIARA,SETIA ALAM,SELANGOR,FREEHOLD,APARTMENT,330000.0,348.0,19
TAMAN PENAMPANG APARTMENT,PENAMPANG,SABAH,LEASEHOLD,APARTMENT,340000.0,336.0,19
VISTA SERI MELALIN,TUARAN,SABAH,LEASEHOLD,APARTMENT,290000.0,287.0,19
SELESA I RESORT APARTMENT (PANGSAPURI DAMAI MEWAH B),KAJANG,SELANGOR,FREEHOLD,APARTMENT,290000.0,302.0,19
TAMAN KETIAU,PENAMPANG,SABAH,LEASEHOLD,FLAT,190000.0,284.0,19
MIAMI GREEN,BATU FERRINGHI,PENANG,FREEHOLD,CONDOMINIUM,530000.0,447.0,19
PELANGI HEIGHTS,KLANG,SELANGOR,FREEHOLD,APARTMENT,375000.0,325.0,19
SANDILANDS,GEORGETOWN,PENANG,FREEHOLD,CONDOMINIUM,838000.0,623.0,19
TAMAN MELOR,TAMPOI,JOHOR,LEASEHOLD,FLAT,115000.0,232.0,19
APARTMENT DAHLIA,SERENDAH,SELANGOR,FREEHOLD,FLAT,65000.0,86.0,19
TAMAN PD UTAMA,PORT DICKSON,NEGERI SEMBILAN,FREEHOLD,TERRACE HOUSE,195000.0,136.0,18
SS18,SUBANG JAYA,SELANGOR,FREEHOLD,SEMI D,810000.0,463.0,18
SS18,SUBANG JAYA,SELANGOR,FREEHOLD,TERRACE HOUSE,810000.0,463.0,18
SS1 PETALING JAYA,PETALING JAYA,SELANGOR,FREEHOLD,BUNGALOW,1365000.0,310.0,18
SS1 PETALING JAYA,PETALING JAYA,SELANGOR,FREEHOLD,TERRACE HOUSE,1365000.0,310.0,18
KAJANG 2,SEMENYIH,SELANGOR,FREEHOLD,TERRACE HOUSE,869000.0,603.0,18
TAMAN JASA RIA (JESSELTON HILLS),BUKIT MERTAJAM,PENANG,FREEHOLD,SEMI D,1043800.0,336.0,18
TAMAN SEJATI LAKESIDE,CYBERJAYA,SELANGOR,FREEHOLD,TERRACE HOUSE,1311150.0,587.0,18
TAMAN SERI DAGANG 3,TANJONG DUABELAS,SELANGOR,LEASEHOLD,SEMI D,386500.0,189.0,18
TAMAN SERI DAGANG 3,TANJONG DUABELAS,SELANGOR,LEASEHOLD,TERRACE HOUSE,386500.0,189.0,18
PERUMAHAN MAKMUR KUALA LANAR JAYA,KUALA LIPIS,PAHANG,LEASEHOLD,SEMI D,150000.0,48.0,18
PEARL IMPIANA,SIMPANG AMPAT,PENANG,FREEHOLD,SEMI D,637000.0,504.0,18
PEARL IMPIANA,SIMPANG AMPAT,PENANG,FREEHOLD,TERRACE HOUSE,637000.0,504.0,18
TAMAN JASA INTAN FASA II,BUKIT MERTAJAM,PENANG,FREEHOLD,TERRACE HOUSE,788800.0,434.0,18
"P/L 1280, KAMPUNG KOLAM",ROMPIN,PAHANG,FREEHOLD,TERRACE HOUSE,210000.0,129.0,18
BK 2 - PERUMAHAN KINRARA,BANDAR KINRARA,SELANGOR,FREEHOLD,TERRACE HOUSE,674000.0,463.0,18
TAMAN SUNGAI RAMBAI DAMAI,SUNGAI RAMBAI,MELAKA,LEASEHOLD,TERRACE HOUSE,304200.0,154.0,18
TROPICANA GOLF & COUNTRY RESORT,TROPICANA,SELANGOR,LEASEHOLD,BUNGALOW,2550000.0,580.0,18
TROPICANA GOLF & COUNTRY RESORT,TROPICANA,SELANGOR,LEASEHOLD,TERRACE HOUSE,1526237.5,580.0,18
TROPICANA GOLF & COUNTRY RESORT,TROPICANA,SELANGOR,LEASEHOLD,TOWN HOUSE,1385625.0,580.0,18
TAMAN MACHANG BUBOK,BUKIT MERTAJAM,PENANG,FREEHOLD,TERRACE HOUSE,480000.0,387.0,18
TAMAN SUBANG MEWAH,SUBANG JAYA,SELANGOR,LEASEHOLD,TERRACE HOUSE,665000.0,370.0,18
BUKIT ANGGERIK,CHERAS,KUALA LUMPUR,LEASEHOLD,TERRACE HOUSE,493000.0,308.0,18
TAMAN SIMPANG BERSATU,TAIPING,PERAK,FREEHOLD,TERRACE HOUSE,528800.0,317.0,18
TAMAN IPOH JAYA,IPOH,PERAK,LEASEHOLD,TERRACE HOUSE,234000.0,250.0,18
TAMAN BANDAR BARU LAHAT,LAHAT,PERAK,LEASEHOLD,TERRACE HOUSE,255100.0,239.0,18
BANDAR BARU SELAYANG,SELAYANG,SELANGOR,LEASEHOLD,TERRACE HOUSE,650000.0,396.0,18
BANDAR MANJALARA,BANDAR MENJALARA,KUALA LUMPUR,LEASEHOLD,TERRACE HOUSE,850000.0,599.0,18
MEDAN KLEBANG RESTU,CHEMOR,PERAK,FREEHOLD,TERRACE HOUSE,235000.0,172.0,18
TAMAN PERTAMA INDAH ~ JALAN BAKRI,BAKRI,JOHOR,FREEHOLD,TERRACE HOUSE,820000.0,373.0,18
PRIMA SP BAIDURI (SP 1),SUNGAI PETANI,KEDAH,FREEHOLD,TERRACE HOUSE,270000.0,179.0,18
DESA PINGGIRAN PUTRA,DENGKIL,SELANGOR,LEASEHOLD,BUNGALOW,402500.0,203.0,18
DESA PINGGIRAN PUTRA,DENGKIL,SELANGOR,LEASEHOLD,TERRACE HOUSE,402500.0,203.0,18
PUTRAJAYA PRESINT 14,PUTRAJAYA,PUTRAJAYA,FREEHOLD,BUNGALOW,1260000.0,569.0,18
PUTRAJAYA PRESINT 14,PUTRAJAYA,PUTRAJAYA,FREEHOLD,TERRACE HOUSE,1260000.0,569.0,18
TAMAN BEMBAN RAYA,BATU GAJAH,PERAK,LEASEHOLD,TERRACE HOUSE,238000.0,154.0,18
TAMAN DESA,TAMAN DESA,KUALA LUMPUR,FREEHOLD,TERRACE HOUSE,1425000.0,672.0,18
TAMAN KEMPAS,TAMPOI,JOHOR,FREEHOLD,TERRACE HOUSE,390000.0,311.0,18
PUTRAJAYA PRESINT 11,PUTRAJAYA,PUTRAJAYA,FREEHOLD,SEMI D,880000.0,465.0,18
PUTRAJAYA PRESINT 11,PUTRAJAYA,PUTRAJAYA,FREEHOLD,TERRACE HOUSE,880000.0,465.0,18
TAMAN GEMBIRA,KLANG,SELANGOR,FREEHOLD,TERRACE HOUSE,532500.0,323.0,18
TAMAN SALAK IDAMAN,SEPANG,SELANGOR,FREEHOLD,TERRACE HOUSE,396500.0,274.0,18
TAMAN DESA ILMU,KOTA SAMARAHAN,SARAWAK,LEASEHOLD,APARTMENT,170000.0,259.0,18
TAMAN DESA ILMU,KOTA SAMARAHAN,SARAWAK,LEASEHOLD,FLAT,170000.0,259.0,18
IMPIAN SENIBONG APARTMENT,PERMAS JAYA,JOHOR,LEASEHOLD,APARTMENT,375000.0,367.0,18
TAMAN BUKIT JAMBUL,BUKIT JAMBUL,PENANG,FREEHOLD,FLAT,263000.0,311.0,18
TROPEZ RESIDENCES,JOHOR BAHRU,JOHOR,FREEHOLD,SERVICE RESIDENCE,395000.0,508.0,18
CASA SUBANG,SUBANG JAYA,SELANGOR,FREEHOLD,SERVICE RESIDENCE,550000.0,516.0,18
THE PINES RESIDENCE,GELANG PATAH,JOHOR,LEASEHOLD,APARTMENT,330000.0,325.0,18
FLAT TAMAN ALAM MEGAH,SHAH ALAM,SELANGOR,FREEHOLD,FLAT,169000.0,280.0,18
FOREST GREEN,BANDAR SUNGAI LONG,SELANGOR,FREEHOLD,CONDOMINIUM,600000.0,599.0,18
JENTAYU,SKUDAI,JOHOR,FREEHOLD,FLAT,130000.0,195.0,18
BALAU,MASAI,JOHOR,FREEHOLD,FLAT,146000.0,228.0,18
PARK AVENUE,TAMPOI,JOHOR,LEASEHOLD,APARTMENT,183750.0,267.0,18
AMADESA RESORT CONDOMINIUM,DESA PETALING,KUALA LUMPUR,LEASEHOLD,CONDOMINIUM,350000.0,323.0,18
ANGSANA,SUBANG JAYA,SELANGOR,LEASEHOLD,FLAT,211000.0,321.0,18
PD MARINA WORLD RESORT,PORT DICKSON,NEGERI SEMBILAN,FREEHOLD,CONDOMINIUM,90500.0,138.0,18
10 MONT KIARA @ MK10,MONT KIARA,KUALA LUMPUR,FREEHOLD,CONDOMINIUM,1620000.0,897.0,18
PANGSAPURI BAIDURI,BERANANG,SELANGOR,FREEHOLD,FLAT,119000.0,170.0,18
SKY OASIS RESIDENCE (PANGSAPURI OASIS 1),JOHOR BAHRU,JOHOR,FREEHOLD,SERVICE RESIDENCE,400000.0,459.0,18
SKY LOFT PREMIUM SUITES,ISKANDAR PUTERI (NUSAJAYA),JOHOR,FREEHOLD,SERVICE RESIDENCE,550000.0,442.0,18
BUKIT CHERAS,CHERAS,KUALA LUMPUR,FREEHOLD,FLAT,160000.0,263.0,18
VERVE SUITES KL SOUTH,JALAN KLANG LAMA (OLD KLANG ROAD),KUALA LUMPUR,FREEHOLD,SERVICE RESIDENCE,778800.0,1097.0,18
SERI PUTERI HILLS,PUCHONG,SELANGOR,FREEHOLD,CONDOMINIUM,1109000.0,686.0,18
TAMAN KULIM TECHNOCITY FASA 1,KULIM,KEDAH,FREEHOLD,TERRACE HOUSE,320000.0,222.0,17
SUNWAY ALAM SURIA,SHAH ALAM,SELANGOR,LEASEHOLD,TERRACE HOUSE,700000.0,395.0,17
SS21 DAMANSARA UTAMA,PETALING JAYA,SELANGOR,FREEHOLD,TERRACE HOUSE,1140000.0,689.0,17
PJS 9,BANDAR SUNWAY,SELANGOR,LEASEHOLD,TERRACE HOUSE,940000.0,549.0,17
NUSARI AMAN 2,BANDAR SRI SENDAYAN,NEGERI SEMBILAN,FREEHOLD,SEMI D,500000.0,227.0,17
NUSARI AMAN 2,BANDAR SRI SENDAYAN,NEGERI SEMBILAN,FREEHOLD,TERRACE HOUSE,500000.0,227.0,17
ECO HORIZON (FASA1),BATU KAWAN,PENANG,FREEHOLD,TERRACE HOUSE,1000000.0,556.0,17
HIJAUAN SELAYANG,SELAYANG,SELANGOR,LEASEHOLD,TERRACE HOUSE,1498800.0,960.0,17
TAMAN TOPAZ @ SELANGORKU,DENGKIL,SELANGOR,FREEHOLD,TERRACE HOUSE,250000.0,192.0,17
TAMAN KUALA LIPIS,KUALA LIPIS,PAHANG,FREEHOLD,TERRACE HOUSE,275000.0,179.0,17
SENTRAL BEHRANG,ULU BERNAM,PERAK,LEASEHOLD,CLUSTER HOUSE,398888.0,285.0,17
SENTRAL BEHRANG,ULU BERNAM,PERAK,LEASEHOLD,TERRACE HOUSE,398888.0,285.0,17
TROPICANA HEIGHTS,KAJANG,SELANGOR,FREEHOLD,TERRACE HOUSE,833300.0,455.0,17
TROPICANA HEIGHTS,KAJANG,SELANGOR,FREEHOLD,TOWN HOUSE,833300.0,455.0,17
TAMAN JASMIN [SENAWANG],SENAWANG,NEGERI SEMBILAN,LEASEHOLD,TERRACE HOUSE,150000.0,153.0,17
TAMAN JASMIN [SENAWANG],SENAWANG,NEGERI SEMBILAN,LEASEHOLD,TOWN HOUSE,150000.0,153.0,17
TAMAN CERMAI,MUAR,JOHOR,FREEHOLD,TERRACE HOUSE,895000.0,630.0,17
TAMAN MANTAU INDAH,SEREMBAN 2,NEGERI SEMBILAN,FREEHOLD,TERRACE HOUSE,300000.0,200.0,17
SHAHZAN,KUANTAN,PAHANG,FREEHOLD,TERRACE HOUSE,310000.0,210.0,17
BANDAR BARU BUKIT MENTOK,KEMAMAN,TERENGGANU,LEASEHOLD,TERRACE HOUSE,213000.0,113.0,17
TAMAN DESA BIDARA,KUALA KETIL,KEDAH,FREEHOLD,TERRACE HOUSE,215000.0,144.0,17
SEKSYEN 8 BANDAR BARU BANGI,BANGI,SELANGOR,LEASEHOLD,TERRACE HOUSE,590000.0,384.0,17
DANGA SUTERA,SKUDAI,JOHOR,FREEHOLD,SEMI D,892000.0,531.0,17
DANGA SUTERA,SKUDAI,JOHOR,FREEHOLD,TERRACE HOUSE,892000.0,531.0,17
USJ 5,SUBANG JAYA,SELANGOR,FREEHOLD,BUNGALOW,1600000.0,569.0,17
USJ 5,SUBANG JAYA,SELANGOR,FREEHOLD,SEMI D,1600000.0,569.0,17
USJ 5,SUBANG JAYA,SELANGOR,FREEHOLD,TERRACE HOUSE,1526237.5,569.0,17
TAMAN PERMATA PENAWAR,PENGERANG,JOHOR,LEASEHOLD,TERRACE HOUSE,386200.0,272.0,17
TAMAN SRI UNAS 2,MUAR,JOHOR,FREEHOLD,BUNGALOW,394000.0,155.0,17
TAMAN SRI UNAS 2,MUAR,JOHOR,FREEHOLD,SEMI D,394000.0,155.0,17
TAMAN HALAMAN INDAH,SUNGAI JAWI,PENANG,FREEHOLD,TERRACE HOUSE,340000.0,248.0,17
TAMAN BUKIT MEWAH,TAMPOI,JOHOR,FREEHOLD,TERRACE HOUSE,540000.0,415.0,17
TAMAN SCIENTEX KULAI 2,KULAI,JOHOR,FREEHOLD,CLUSTER HOUSE,440000.0,281.0,17
TAMAN SCIENTEX KULAI 2,KULAI,JOHOR,FREEHOLD,TERRACE HOUSE,440000.0,281.0,17
TAMAN DESA CEMPAKA,NILAI,NEGERI SEMBILAN,FREEHOLD,TERRACE HOUSE,350000.0,200.0,17
TAMAN SRI BAYU,SEPANG,SELANGOR,FREEHOLD,SEMI D,267000.0,123.0,17
TAMAN SRI BAYU,SEPANG,SELANGOR,FREEHOLD,TERRACE HOUSE,267000.0,123.0,17
P/L 3214 JALAN KEBUN,KLANG,SELANGOR,FREEHOLD,SEMI D,599800.0,248.0,17
TAMAN SUTERA,KULAI,JOHOR,FREEHOLD,TERRACE HOUSE,360000.0,268.0,17
ARA DAMANSARA,ARA DAMANSARA,SELANGOR,FREEHOLD,BUNGALOW,1300000.0,729.0,17
ARA DAMANSARA,ARA DAMANSARA,SELANGOR,FREEHOLD,TERRACE HOUSE,1300000.0,729.0,17
TAMAN SERAI WANGI,PADANG SERAI,KEDAH,FREEHOLD,TERRACE HOUSE,270000.0,209.0,17
TAMAN LEMBAH MERBOK,MERBOK,KEDAH,FREEHOLD,TERRACE HOUSE,210000.0,150.0,17
TAMAN SRI WANG,SUNGAI PETANI,KEDAH,FREEHOLD,TERRACE HOUSE,200000.0,177.0,17
OFF JALAN MERU,KLANG,SELANGOR,FREEHOLD,TERRACE HOUSE,500000.0,274.0,17
USJ 9,SUBANG JAYA,SELANGOR,FREEHOLD,TERRACE HOUSE,850000.0,484.0,17
TAMAN PUCHONG INDAH,PUCHONG,SELANGOR,LEASEHOLD,TERRACE HOUSE,400000.0,334.0,17
TAMAN BERTAM SETIA,TANJONG MINYAK,MELAKA,FREEHOLD,SEMI D,344000.0,203.0,17
TAMAN BERTAM SETIA,TANJONG MINYAK,MELAKA,FREEHOLD,TERRACE HOUSE,344000.0,203.0,17
TAMAN KASTURI,SITIAWAN,PERAK,FREEHOLD,TERRACE HOUSE,623800.0,357.0,17
TAMAN MEWAH JAYA,KLANG,SELANGOR,FREEHOLD,TERRACE HOUSE,450000.0,320.0,17
TAMAN VISTA KIRANA,BUKIT KATIL,MELAKA,LEASEHOLD,BUNGALOW,707000.0,136.0,17
TAMAN VISTA KIRANA,BUKIT KATIL,MELAKA,LEASEHOLD,SEMI D,707000.0,136.0,17
TAMAN AIR KEROH FASA 1-3,BUKIT KATIL,MELAKA,LEASEHOLD,TERRACE HOUSE,220000.0,159.0,17
TABUAN HEIGHTS,KUCHING,SARAWAK,FREEHOLD,TERRACE HOUSE,700000.0,302.0,17
TAMAN MANTIN PUTRA,MANTIN,NEGERI SEMBILAN,FREEHOLD,SEMI D,550000.0,160.0,17
TAMAN MANTIN PUTRA,MANTIN,NEGERI SEMBILAN,FREEHOLD,TERRACE HOUSE,550000.0,160.0,17
TWIN PALM,CHERAS,SELANGOR,FREEHOLD,BUNGALOW,2700000.0,506.0,17
TAMAN HILIR,MELAKA CITY,MELAKA,FREEHOLD,TERRACE HOUSE,430000.0,279.0,17
REJANG PARK,SIBU,SARAWAK,LEASEHOLD,TERRACE HOUSE,380000.0,197.0,17
TAMAN KAJANG UTAMA,KAJANG,SELANGOR,FREEHOLD,TERRACE HOUSE,410000.0,293.0,17
TAMAN KAJANG UTAMA,KAJANG,SELANGOR,FREEHOLD,TOWN HOUSE,410000.0,293.0,17
TAMAN LEMBAH PERMAI,SUNGAI LALANG,KEDAH,FREEHOLD,TERRACE HOUSE,230000.0,147.0,17
TAMAN AUSTIN PERDANA,TEBRAU,JOHOR,FREEHOLD,SEMI D,670000.0,434.0,17
TAMAN AUSTIN PERDANA,TEBRAU,JOHOR,FREEHOLD,TERRACE HOUSE,670000.0,434.0,17
PERAI JAYA,PERAI,PENANG,LEASEHOLD,FLAT,43000.0,73.0,17
CASA TROPICANA,TROPICANA,SELANGOR,LEASEHOLD,CONDOMINIUM,540000.0,464.0,17
THE PEARL (PEARL POINT),JALAN KLANG LAMA (OLD KLANG ROAD),KUALA LUMPUR,FREEHOLD,CONDOMINIUM,400000.0,368.0,17
GAT LEBUH MACALLUM,GEORGETOWN,PENANG,LEASEHOLD,FLAT,175000.0,342.0,17
SRI PUTRAMAS III / ROYAL REGENT,JALAN KUCHING,KUALA LUMPUR,FREEHOLD,CONDOMINIUM,710000.0,455.0,17
PANGSAPURI PERMAI,SUNGAI BESI,KUALA LUMPUR,LEASEHOLD,APARTMENT,210000.0,325.0,17
RESIDENSI WARNASARI 3,BANDAR PUNCAK ALAM,SELANGOR,LEASEHOLD,APARTMENT,185000.0,257.0,17
THE WATEREDGE (PINGGIRAN AIR),PERMAS JAYA,JOHOR,FREEHOLD,CONDOMINIUM,640000.0,555.0,17
MAISSON,ARA DAMANSARA,SELANGOR,FREEHOLD,SERVICE RESIDENCE,535000.0,619.0,17
QUAYSIDE CONDOMINIUM,TANJONG TOKONG,PENANG,FREEHOLD,CONDOMINIUM,1510000.0,967.0,17
DANAU IDAMAN,TAMAN DESA,KUALA LUMPUR,LEASEHOLD,CONDOMINIUM,395000.0,422.0,17
PANGSAPURI WIRA,CHERAS,SELANGOR,FREEHOLD,APARTMENT,256000.0,313.0,17
MEWAH VIEW LUXURIOUS APARTMENTS,TAMPOI,JOHOR,FREEHOLD,APARTMENT,400000.0,292.0,17
